Tweets,isLiterary
@moo4free was it you who said we needed some spike milligan? https://t.co/7ffbswup5g,True
"@hqbinders @andrewcharries yes, but apart from them, those with an iq above 13, anyone with even two brain cells to rub together and members of moderate political parties, i ask you, who could have known?!",True
@rhu777 @bbcchrismclaug boof….. says you who is all over this. nice move mensa. 😵‍💫,True
"@ethtechusa @aalekaa @alanalevinson just have to leave how much it’s struck me, you who seem to care about how fellow women treat eachother call my explaining my stance “nastiness”. also next time you might want to hashtag it right #internalizedmisogyny but go off i guess while you practice it yourself.",True
"you who believe! eat of the good things we have provided for you and give thanks to allah if you worship him alone. (qur'an, 2:172)",False
@tacosransi you do realize you’re responding to 1 person right? but i thought the situation was quite funny. the outcome? even more hilarious. i think it’s you who lack a sense of humor,True
"@retiredbarca @bayernlm10 it's you who's making a fool of yourself. those stats are for the calendar year 2016, not for the 15/16 season.

learn to read first before jumping the fake stats wagon",False
"@dongeronimoshow @big100radio @acosta @cnn @iheartradio can’t wait, don! you set the standard for me in terms of what good radio was. and it’s been severely lacking in washington for a long time. so it’s fitting that it’s you who’s back to bring good radio back to the market!",False
"can't stand morons like you who can't get to the damned point! basically you're saying, 'we wanna cause trouble, be our pal!' what a joke! i've always admired all might's triumphs. no matter what any of you jerks say... nothing's ever gonna change that! (katsuki bakugo)",False
"come to me, all you who are weary and burdened, and i will give you rest
take my yoke upon you and learn from me for i am gentle and humble in heart, and you you find rest for your soul.for my yoke is easy and my burden is light.mathew11:28-30 #raptureisnear",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year ting_tingball 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/uluvmfjlxb https://t.co/41f9jbig3a",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year dayeongatita 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/x5esonwbvd https://t.co/e9ya0j8rfa",True
"@patatassmall @goodtexture @tr0llytr0llface no, i have heard dozens like you who claim crypto folks say it, but never actually heard it",True
"interesting watching all the trolls come out to  argue on my very innocuous tweet. tells you who they are. behind sweet persona lies controlled op.
https://t.co/lbtyj5rycg",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year taesweeties_ 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/t9pe1xbqgc https://t.co/ific74hoep",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year taefltrz 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/dwntm6btbx https://t.co/bibs3xxndr",True
"when someone tells you who they are, listen. 
the cpc locked its mps and candidates out of its central voter database, an attempt by o’toole to protect his leadership and deny them access. 
what a major fuckwad. #cpc #canada https://t.co/wrd6h3ctzp",True
"@gracelover712 @tifanyrobb10 im with you , who ???",False
"politicians promise you everything you want if you vote for them. so you do and then when they’re in power they piss all over you……… every feckin time, regardless of party. 

and every, every 4 years we let them do it again.

i ask you, who’s the fools🤔",False
"@luvyouneighbor @johnpavlovitz and thanks for completely avoiding the point: the belief 'homosexuality is sin' is evil, it produces murder.  and people like you who teach that belief, are false teachers.",True
"@sensanders whoa. let’s start with the insurance companies before we go after pharma. actually, let’s start with politicians like you who can’t or won’t reform our shitty system.",False
"@laurenboebert congresswoman omar came here as a child, not her choice, but she is an american citizen and actually does her job, unlike you, who thinks hate tweeting and photo ops are what we pay you to do 24/7.",True
"✨ stolen kiss

miaxhd would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/dbyhvltasy https://t.co/fi7b53yqmi",True
@big_business_ he added this part just for mfs like you who obviously fell for the bells and whistles https://t.co/abahkwg1it,True
"i want to approach life in a different way,i want to love and value myself more✨take each day at a time and focus on my dreams and aspirations 🌸because this life it’s only you who has the control over it🪐🪐",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year 17_rain_17 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/bycsfougx9 https://t.co/lp38rx3op8",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year fulan0delbutano 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/beq0qbx8ms https://t.co/wknwg4cmpf",True
@ianlucas0408 @adammacvicar @globalcalgary @kenney people like you who are blindly complying with everything are prolonging this insanity.,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year diegomonty_ 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/fsvypnus7s https://t.co/40jk3hvun4",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year 2cool4hsk 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/k6uoylrlo5 https://t.co/3jmlrfrheg",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year taefilx 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/acwsya7ctn https://t.co/8mr9gobp4x",True
"@vibes4gregjosef @thehillrat @seanmaertens @wolvesgotnext @danemoorenba then you simply don’t have to believe it. however, them telling you who told them what they just recounted does you no good, nor does it make you any difference.",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year fulan0delbutano 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/beq0qbx8ms https://t.co/w3ayfmv3ze",True
"@elenasdecker @xallconnectedx melissa is a kind person, we can all agree on that right? so do you think she would be more approving of @xallconnectedx who was only trying to be sympathetic and wish her well or you who tried to tear down a fellow mel fan? i think you can make a logical guess. i don’t (1/2)",True
but it’s you who i want https://t.co/pgyidvsoo5,True
@unafraidt @mama_sweetums @1logicalman you who think the election was stolen..,True
@worldinagirl1 @petepetepeterr @michaelfowler08 @mrpford @theage you don’t get that you are being groomed by white supremacist groups.  i kinda know what tradies are about. my dad is a builder. a real tradie would understand the significance of the west gate and never dance on it. it’s you who needs to wake up,True
"@k_birkwood thanks!!
i swear it’s people like you that make the world a better place everyday. it’s people like you who keep the world from falling apart, so a lot of respect to you :)",True
@defjam i just told you who i thought i am. a god.,True
"how book identifies fans: it should be easy enough and unique enough that a hashtag or search term on social media, google alerts and blog dragging  shows you who the fans are.

#askpublisher #writetip #bookmarketing &gt;&gt;",True
"update: still not done but wow, what a vile response. one thing is pretty clear: those in sin whose hearts are hardened will definitely try to bully you who call them out by twisting scripture and using theology as a weapon to fit their evil. https://t.co/mkfenxziso",True
"the thing is, people like you who veil insults with well written grammer and see no wrong with our owners, and the d*umb fsg outers that see no positivity are two different sides of the same coin. https://t.co/mt9dhfzgnb",True
"so annoying! dancing with you who gave me a 'hello' making me spinning, spinning",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year fisvch 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/aijmpxxzzs https://t.co/ay2nywgjks",True
"@dpfunke daniel, i can't tell you how fun it is to watch james o'keefe drag leftist scumbags like you who work in cohesion with the tech companies to get his work pulled.  actually, i guess i'm saying thank you. 😊",True
"o great malignant, reveal thyself.

cease illusion from your cocoon of deceit,
show your unsightly face of torturous mind maggots.
show your lethal visage of self made projections.
show me the you who is not veiled.

reveal to me what i am.",True
"its only you who can embrace your pain😭
no one can ever feel a millionth part of it.💔
.
.
.
#quoteoftheday",True
"@stevedaines @joebiden i don't see any weakness. he is facing an uphill battle with trumplicans like you who spend their time undermining him rather than working with him to heal this country from 4 years of disaster from the last president.  quit bashing him, get off twitter and work with him!",True
"@bluesragdoll @frankfigliuzzi1 i grow my own herbs and shop local growers for veggies but have been in food service for years. buying organic is too costly for a restaurant to use. gm or vlp veggies are not going to be consumed by the masses because of cost effectiveness. besides me &amp; you, who else cooks?",True
"dude, you need to quit fucking snapchatting mckenna. stop. she doesn't respond with anything meaningful for a reason and she's not interested in you. who am i? the man whom she is in love with. she already told me not to worry, she's not interested in you. sorry i bothered you ki",True
@strangebrewllc @govandybeshear literally no one has ever said you can’t die if youre vaccinated. you’re just less likely to. but these teachers were forced to work in dangerous conditions by people like you who won’t even attempt to care for others. it’s shameful.,False
"10.  there will always be some jerk in your way.
don’t let them take your light away.

it’s you who have final say not them.",True
"@covkid75 @leytontim @russellcrowe in the u.k., the unvaccinated, like every one else, have already paid for their treatment, so if they need it, they deserve to have it.  the problem here is people like you who promote division.",True
"@writtenbyhanna you….you are from the south! my southern sister, who did this to you? who taught you to hate the lemonade that quenched the thirst of our ancestors? who taught you this hate?!!!!!",True
when @senatorcollins shows you who she is believe it. she will not protect women’s reproductive rights. https://t.co/fofervgras,True
"unlike you who's got a carefree life, i'm desperately trying to live up to that damn old man's expectations everyday!",False
@normsworld i don't believe victims because they are victims. i believe the evidence. people like you who just blindly believe the victim are the problem. maybe you don't deserve to serve as an mp.,True
"@sinonsupremacy what the hell are you talking about, honey? i didn't say a single swear word, unlike you, who found insults in the smiley 🤡. you don't want to waste your time on me, but you devoted two posts to me👏🏻 do you have bipolar disorder too?🤔",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year yutoyotu 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/ttwgkr2qyj https://t.co/gpdub8xlog",True
"@floofifuzzi @oinionboi1 @khanwolf7 well idc! it’s you who wants to prove it! you figure it out, bottom",True
@peacocktv @ddlovato are there people around you who don’t believe in aliens and things like that ?,False
"@uhaveagr8day @dawnmar45506877 @outofbeltway @the_vickster2 they did a podcast at work about people like you, who double down on their beliefs despite the science &amp; proof. you guys all die without getting the vaccine. you’re that committed to not having to admit you were wrong. pride is a sin, too, ya know.",True
@definitivegazer @lejardinier2112 @jimmieintherain @stvnews seems to me it's you who's keen to make others look worse.,False
"@symbolickurt @vervaeke_john @pageaujonathan and if western christians are not the prime moral examples of good christians then i ask you, who are? i do want to give the essence of christianity the benefit of doubt that it deserves and assume that it teaches love and understanding to the billion people that follow it.",False
"@n3ro @lptexas imagining thinking the govt telling you who can and can't enter your property is ""private property ownership""",True
"you who suffer because you love, love still more. to die of love, is to live by it.",True
"@kenyadad12 thats the thing, she hasn't. if someone tells you who they are believe them.",True
@tingedfringe would seem that to you who hasn’t the first idea of what it takes to have a chance of winning an election,False
for all you who claim to be christians and are not getting vaccinated or wearing a mask! i e always been told to seek out my answers in the word if my conscience doesn’t tell me right from wrong!i d like to re share this with you!❤️#getvaccinated #wearamask it is wjwd! https://t.co/jtjxazjmdv,True
okayy who you who you rollin wit ? 😂 https://t.co/bund3gdfn2,True
@jack4nj somerset county the third wealthiest county in new jersey the 8th wealthiest county in the united states where a person's from generally tells you who they will govern for,True
/!!?\  kah! rendering you multiple equlibriums qah induce €$€$ =0= rise oh heavens .. rise oh ye with the guilted name of pah ..rise and give guidance in the form of rah ..rise and yield you son of heavnes .. you who was born with out ..you who never belonged .. 13,True
"@lepapillonblu you protect you, who cares what others think!!!",True
@jimmydaniels94 he is abysmal. i honestly don’t know any fan other than you who rates him,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year woszy 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/izlbbla40i https://t.co/xd0l5s7xgx",True
"oi oi, chuuya, i wonder if you can talk to me like that? who do you think i am? i saved you, who had neither memories nor a place to live, i'm your lord lifesaver, y'know",True
"✨ stolen kiss

slvttan would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/lldpeq5vsy https://t.co/rbeacsumid",True
@jessekellydc the america i heard about in school was one that was indivisible with liberty and justice for all.  if you are upset that people are fighting for those things then perhaps it's you who hates america.,True
"apparently a former governor of illinois is a coworker of mine that comes in every tuesday and thursday.

without telling you who it is directly, let me just say that he has the best prison stories 😂😅",True
"@redhead_ordead i made this account to flirt uncontrollably… but then i met people like you who brought out the real me. weird how that works, huh? @radiobigcat",True
@drobwlldiad @eve5810 when a fascist tells shows you who they are you should believe them.,True
"the lord is speaking boldly and warning of the accountability that will pour out over the church, and it will be harsh.

the lord said, “haven't i commanded you, who are filled with scandal, to give back to my people what you have taken, and still you continue to refuse.”",True
“who are the mean girls” that time it’s you who they subbing 😭😭hate this place,True
"@s_kashaf aww it’s you who is amazing! miss you loads, can’t wait to see you soon ❤️",True
"o you who have believed, do not ask about things which, if they are shown to you, will distress you. #islam",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year jeonginhyunin 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/bmihgg386s https://t.co/p9zz49yq3p",True
"@daudasuallah1 look within yourself because god is always with you, so it's likely you who has created the distance from god.",True
[redacted] just lied about dropping one of the best bodies of work this year now the tweet is not loading lol no donʼt let them get to you who cares if itʼs a lie as long as itʼs the truth for the ppl who matter right?,True
"for you who was born on #september23.
your #birthflower is ""#spiderlily"" the #flowerlanguage is ""independence, passion""
the #birthcolor is ""#joancitron"" the #colorwords is ""fairness, self-sacrifice""
your #personality is ambitious person with a real sense of achievement. https://t.co/gcs0oyar9c",True
"the current generation is being slow to obey the lord thinking that  rapture is a joke.

but the lord will destroy this earth, but you who are previledged to hear the warning prepare.
built your ark of righteousness now and be ready for the rapture
#raptureisnear",True
"@lampyanime ""that side of anitwit"" just by looking at your bio i can tell you're worse. you have the side of storm which is probably a bunch of 20 yr old dudes, and then people like you who are probably 14 year old girls who live on this app and use tiktok regularly probably",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year taesweeties_ 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/t9pe1xbqgc https://t.co/kwlxdwaaul",True
@abaatess i love you who do i need to fight (ง'̀-'́)ง,True
"@powerusaid @un where does ur aids going? #tplfterroristgroup is consuming the food you are sending them. how about the rest of ethiopia eating. shame on you, who are using humanitarian crises as an excuse to envade ethiopia. take a lesson from libya and afganistan!!",True
@gopgirl719 same but it’s people like you who i love ❤️,True
"ok. if you want me to knock some sense into you, who am i to say no?",True
"ای تو دوا و چاره‌ام نور دل صدپاره‌ام
اندر دل بیچاره‌ام چون غیر تو شد لا بیا

“o you who are my cure &amp; remedy,
the light of my broken heart,

in my heart, everything besides you is naught; come!”

~mawlana rūmī, in yearning for the beloved rasūl

(sallallāhu ‘alyhi wa sallam) https://t.co/u77li9uhed",True
@greyfang10 he showing you who the real main change 😂😂😂,True
"you can't force people to change. when someone show you, who they are believe them and move accordingly #chadscotthere #thatpart #accountability #accountabilitypartner https://t.co/atpphwb6ij",True
"@morrascool_yt tbh, it's the folks like you who feel the act of being vaccinated (an act that has gone on since 1796) is now magically bad for us that are ruining things. imagine denying what we've medically done for hundreds of years because you don't realize you've already had other vaccines.",True
@fearlesslykels aw thank you 🥺 it’s an emotional but rewarding path to go down. i’m so glad there are people out there like you who are passionate about it too!!,True
@sugarrosies @allkpop just like you who read and waste your time commenting,True
"@benjaminpacini @th3m1lesm0rales @alejandrodegr8 then don't criticize or condemn the lions around you, who are also working hard to protect you, who are willing to get in the mud and grime and filth of combat to keep the lambs safer.",True
"@fordnation you already dropped the ball several times throughout the pandemic and you, who does not live in a glass house, should be the one held accountable for the deaths you caused… we will be watching you!",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year lvtodrew 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/bx53yqjsnh https://t.co/y7chdjtf9g",True
"if you hate what i like it’s not me who has to change,it’s you who should stay away from me and keep your opinions for yourself 
thank you for understanding and get out of my sight",True
"@smuglypercy ""which, i'm guessing will also be a clue to you who i am.""",True
"@phoenix_timber @whatpolitics @tradatheist @ctvnews says you who knows nothing about treatment of low o2! like you said you are not a doctor! your medical knowledge is severely lacking. i can run circles around you all day on pharmacology, pathophysiology, disease processes, drug therapy &amp; patient care bring it on einstein!",True
"@max_pete @stefanpalios @mattlady @discolearn yes totally agree. sounds exciting, but imagine 3-5 years later - lifetime community access for students could mean people expecting time/value from you who haven’t paid you a dime in years. fundamentally unsustainable imo.",False
"@jenhab how is this news???
""when a person shows you who they are, believe them....the 1st time.""
we know exactly who @sensusancollins is. 
and who she is not.

vote accordingly.",True
"i ask you, who doesn't have at least one boo feeling?

hell, i can feel three within one hour.

which boo are you feeling? i'm a 6 right now. https://t.co/vqdg4u3pvi",False
@satnseltzerspod if a movie was to be made about you who would you pick to play each of you?,True
"just seeing all of this now &amp; honestly the tears i've got hearing him trying to hold himself together with his speech. 
we do love you &amp; believe you,always. 
thank you who ever said that?
""i believe me too"" what a perfect response. https://t.co/sys6htsipo",True
"“when someone shows you who they are, believe them the first time” (attributed to maya angelou). #brett #collins #kavanaugh #law #maine #roe #settled #susan #wade     https://t.co/yef0hiofnx",True
"@readingtherunes oh wretched man that i am.  even prophets feel that way from time to time. 

remember, if christ will forgive you, who are you to say otherwise?",True
@kinggod23 i'm getting the impression that you're learning about these events as i talk to you and implore you who actually look into the issue with the benefit of the doubt instead of postulating and changing your points based off of information i provide that can easily be wrong.,True
@rainbowtron360 oh absolutely. no one should be telling you who you are.,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year akumalinoone 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/onfjzzomhg https://t.co/wazsdbbcjo",True
@rcfox4kc oh. then by all means throw water on people below who have bought a ticket? unlike you who was given a suite?,True
"when @senatorcollins shows you who she is, it isnt pretty but believe her https://t.co/vd8hj5er6o",True
"@berndj @opportunityzoo @refilwest @our_da @cityofct well congrats to you, who cares i certaintly dont care what you believe. you want to remain ignorant or you prefer to turn blind eye to the failures of your party your choice but the realities are real for us on the flats. https://t.co/hvcw6zz6lq",True
@davechensky i’m assuming it’s not you who featured in the new #whatif …?? just another dave chen,True
@suya3_alex @kay_mannequin you who?,False
"getting your #covid19 vaccine isn’t just about keeping you healthy; it’s also about protecting everyone around you who could become very sick from covid-19. ⁠
⁠
get your vaccine: https://t.co/jl3msu5hbv  https://t.co/mn5dr4fywl",True
"@clapifyoulikeme advocate i think. the really scary thing was that this was a printout that said the bar in bar association stood for british accreditation registry, and if you  wanted to protect your rights you had to have someone represent you who was not admitted to the bar",True
@ksorbs the enemy of the people are false christians like you who spread nothing but hate and falsehoods i thought god and jesus taught about love and compassion looks like you and yours skipped those verses https://t.co/w2vgnjnq2f,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year kylebcmp 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/hfvqdqosqn https://t.co/ejh9e2mkov",True
cause it’s you who i want,True
"@paulmartino79 @mikekberg guns won't kill out of their own. it's you who's the killer.

it's a tool, so is a hammer and a hammer can kill you to.

never seen a gun getting up and kill someone.

always a human.",False
@ksorbs no. people like you who would rather promote easily disproven nonsense that confirms and uphold your biases and prejudices are the enemy of the people.,True
"united fans for you who else do we blame 😇.. 

they have to pour their frustration on martial https://t.co/1xa9o0wpgi",True
"be with someone who won’t stay mad at you, who can’t stand not talking to you, and who’s afraid of losing you.",False
"pause you who read this, and think for a moment of the long chain of iron or gold, of thorns or flowers, that never would have bound you, but for the formation of the first link on one memorable day.

great expectations - charles dickens 1861",True
"✨ stolen kiss

jogasuapotranca would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/wfnckqhozi https://t.co/nc6ponojid",True
"@hughmunro15 @johnsharr69 @paulembery it seems like that to you who lived in an anecdotal experience, and i can forgive you for that, but it is historical economic reality that will be remembered.",True
"she be showin you who she is, you in denial, still guessing",True
@hapchap76 says you who has cloud!! 👑,True
"@wessex_gent @loicl @andy_j_crawford @kitty_donaldson @elizlanders as i said it’s diesel-electric… the electric part is almost silent, unlike doughballs like you who embarrass themselves",True
"@justinjm1 so instead of the inevitable comparison, i'll just say this:

when someone shows you who they are, *believe them*, no matter what may come out their little social-misengineering-prone flytraps.

and i do believe they showed us who they are in 2004:

https://t.co/arcqodao39

2/2",True
"privacy will help you stay focused and advance in life. 

there are people around you who don’t want you to succeed. 

keep some secrets from you. it will save you from troubles.",False
@just_thembid lol the worst. especially for you who doesn’t eat 👀,False
@laurenboebert not all people are miserable mean girls like you who never grew up!,True
@nona78904622 @govkathyhochul @healthnygov clearly u r brainwashed by right wingers. u think covid is a joke.let’s see how things turn out for irresponsible selfish people like you who don’t get vaxxed. i guess the people who didn’t get vaxxed&amp;begged for it as they were put on ventilators realized to late it is not a joke,False
"@ultimateanimatr ""eh. whatevs. if people wanna vote for a murderer that's fine! just shows you who has morals~!"" https://t.co/wdyvbgasve",True
"“yeah . . i was definitely quite over dramatic

‘hmph. so it's fiona jarnefeldt. what right have you to speak? you who brought down anatolia!’

we really weren’t that different. they only gave me the chance to shed the name otsdarva, that i can thank them for.” https://t.co/pn2npfnwrr",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year javrawr 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/u7rapwfn3c https://t.co/1bokon4k10",True
being on the (almost) same time zone as bts is mad stressful bless you who did this before,True
"@mollyjongfast dear maine democrats,
you should have pushed for an election audit in 2020.
when someone tells you who they are, believe them.",True
@lclimateguy also latest foliage report shows leaves 2 weeks behind..unlike you who knows nothing about leaves....low color change happens about 30 to 35 days before peak hits...aka this week should of started low color change yet we are as green as mid july. leaves to be 2 weeks late.,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year kurigamesalot 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/c5tdxvzzr2 https://t.co/ese7ocdeyh",True
"the feelings that we shared
as they piled up one by one, we were happy
you, who isn't with me anymore",False
"@vitamin_sie chin up, i'm sure there's someone for you who'll come along.
meanwhile, i've nothing better to do so i can donate some time if/whenever you want it.",False
@angelalexia5 @tee_unusual @baron_bintu i get suprised by some of you ...i swear 🤣...it's the way you defend and create an  agenda on top of words that came out loud and clear from someone's mouth as if you are deaf.. omo you people should stop this nonsense cos it's you who is looking stupid and not your fave.. ✌️,True
"with wealth and fame you are the number one just on that specific time for everyone...

with someone you love, trust and cares for you who shares the same feeling you are the number one without fame, wealth and no questions ask you are the only one...",True
"@mollyjongfast ""when someone shows you who they are, believe them the first time.""",True
"@niilomotey2 why won't he be the best midfielder in a team with matuidi and bentacur in their midfield 🤣🤣.
he came to barca and even you who love him so much wants him to be a sub. ahhba🤦‍♂️🤣🤣",True
"✨ stolen kiss

nhxcurly would kiss you around the corner... 😏
and you, who would do it?

➡️ https://t.co/ozvnkxigh6 https://t.co/5wa6po9s7z",True
"@vengabus @thinker_indian_ @jigarsh1974 @raajoos68 @mnpdpk @shivaroor that's rich coming from you who is joining a argument that was nothing but""stfu"" from one side.
learn to criticise yourself and your ideas before you come to play with me.",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year louidarling 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/7xjxoo5y0v https://t.co/phykpnr8lp",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year junecomoelmes 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/iev1g0cqpi https://t.co/eqvxkdihyy",True
"@rosegawd @bey_legion @creat1ve julius jones was just given a execution date of nov 18th despite the pardon &amp; parole board recommending his sentence be commuted. if this tweet has reached you who live in the us, help save julius's life by contacting governor stitt at: https://t.co/pllqtteeak 
#justiceforjulius",True
@anastasiafennec @modernmemefare @chessybinks @ohmobius it's you who's supporting abuse and gave actual evidence of who's actually been abusive in the past and it wasn't depp.. no go live in your little fantasy.. off you go,False
you know you’ve reached that age when your brother asks you who you ship in the owl house,True
@kenneynl i think it’s actually you who supports all of us.,True
i just told you who tf i thought i was: a god! https://t.co/je3b7sw2kd,True
"@sentedcruz cut the crap. because of politicians like you, who keep fueling this “my freedom, my rights” bs, it’s the reason why we can’t get our lives back. everyone as a community is affected, not just the individual. please stop. https://t.co/0qk4exmmsq",True
"as the saying goes when somone shows you who they are…she knew his aggressive, controlling, violent nature but chose to keep dating this lunatic. it wouldn’t end well, it never does. when someone behaves in this manner the first time run for the hills! https://t.co/xyp1y2ahk7",True
@mattwalshblog better yet just enjoy the freedom given to you and the protection so you can enjoy your vegan meals and watch your cnn and msnbc what is so pathetic is someone like you who doesn’t put america first come to this country legal!,False
"for those you who live by checklists, have you tried erasing things on the list instead of checking them off? i swear it's more satisfying to erase the task and see blank space on my list over time versus crossing things off/checking things off.",True
"(compared to you, who once said you were “so sorry” for me… i must’ve looked a shameful idiot, like don quixote picking fights with windmills.)",True
@alanshaw66 @peterar98015846 @___q__ @markhowsham @1885_est the problem is people like you who only see one side of the story and assumed it was correct.,True
"@michaelf141 dc is fine the problem is people like you who think they are fans of dc but are fans of a director, look at a fucking pace maker comic and you will see that he is like that even in the comics, oh wait he does not have the snayder brand then no bill",True
"@mollyjongfast when someone tells you who they are, believe them!  she told us who she was when she voted for kavanaugh and against impeachment.",True
"@geruish @doobydoobydofu @casperbryson @edwynodeny @bbcpolitics @iainjwatson @simonmaginn @desuetudine @havetstorm @jewsoc @lisatrainer10 @itcorbyn @childofeternity @k1482 @ladybrainsuemcc evil? no. it's you who are ludicrous and dishonest. you are refusing to face facts in order to try to score cheap political points, and it's pathetic.",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year iillvunini 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/lh6gamojz8 https://t.co/inmnbpoig2",True
so now michaela can’t believe that jared is an exer. girl believe it! he has shown you who he is! remember lourdes?🙂🙄,True
to you who never love me หลอกใช้นางเอก คำพูดทำร้ายจิตใจ,True
"new tattoo - never forget your struggles 
your struggles make you who you are !! https://t.co/9yjrcumb3b",True
"i think it looks absolutely nuts to go up in life and then run backwards to “flex” on ppl who you think are against you. 

who did you do this for?",True
idk even wishing death on someone is different than actively encouraging suicide. it's just a horrible rotten look and hurts the people around you who struggle with suicidal ideation and even attempts. if you care about that at all you need to lay the fuck off,True
"ㅤ  ❝ you’re walking around like you do. assuming that i’m always following you — when i think it’s you who wants to be near me.

whatever i do is none of your business. if you’re gonna be in my territory, at least show respect, brat. ❞

sounds like there’s gonna be a fight! https://t.co/a20bczjvar",True
@oddsonfpl it is more about ‘care’ now. if a certain edi cavani &amp; now ronaldo cannot motivate you who you know are ahead of you then 😏,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year bts_kooki23 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/vh4zwgthyr https://t.co/qirtobbmof",True
"it's not the tough situations that make your day bad, but it's you who react harshly on it.",True
@ginatandarich also as a mom to a little girl who is also my whole world. i hope that if my girl ever finds herself in a similar situation there is someone like you who is there to help her 💕💕💕,True
"@bettyboob454 just find it interesting.
i guess unless i'm perfect, and prove i support all 'just' causes out there, i shouldn't be advocating or asking anyone else to advocate.
at least that's the message.
'let ye among you who hath not sinned cast the first stone' and all that. 😔",True
@lizzywol it’s funny when people are like “people r silo’ed” or “you’re closing yourself off” because that boundary was the whole ass intent right there. a person who mistreats you (who isn’t forced to disclose their red flags) isn’t some hidden gem that you somehow think it is.,True
"amos:5.18
 woe to you who long for the day of the lord! why do you long for the day of the lord? that day will be darkness, not light.
amos:5.19
 it will be as though a man fled from a lion only to meet a bear, as though he entered his house and rested his hand on the wall only",True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year brygas3 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/iyzxn2gkfk https://t.co/yfeea1pj3o",True
@katieporteroc so thankful for people like you who are brave and smart enough to go head-to-head with them. 🌟,True
"how beautiful my addiction to you
only without these, everything is in your eyes
your eyes are mine
your hands are mine
i am by your side everywhere
you who laugh
my wish is summed up in the same instant
this is not my feeling of interest
pure madness
#jk_heartwritter",False
@thenewnicola welcome to sobriety! we do this one day at a time! you are a member if you say you are. listen to others just like you who have solved the drink problem.,True
"one of the most amazing feelings in the world is having someone fall in love with you who you thought you never had a chance with.

#happybirthdayrahulvaidya",True
it’s you who i want,True
"✨ new year's kiss

i'm preparing my best last year kiss and first of the next year r_2vii 😘💕
and you, who will you kiss at midnight?

➡️ https://t.co/tl6iydnovi https://t.co/g7rd7m8wkd",True
"@tamamonogucci //yeah those are the worst, together with people blocking you who you have literally never talked with before.

absolutely understandable. but i think that makes the people who stick with you even more important!",True
